type,title,duration,director,cast,genre,country,year_range,ratings,description
Movie,Amy Schumer Growing,61,Amy Schumer,Amy Schumer,standup,United States,2015-2020,5.2,Thirteen-year-old José Miguel is immune to 1994 World Cup fever until he realizes soccer is the only way to win the heart of his crush.
Movie,Amy Schumer: The Leather Special,57,Amy Schumer,Amy Schumer,standup,United States,2015-2020,2.9,A Brazilian man tries a myriad of ways to get over his breakup with his girlfriend but is surprised to learn it's more difficult than he anticipated.
Movie,An American Tail,80,Don Bluth,Erica Yohn,kids,United States,1980-1990,7.050000000000001,"An optimistic, talented teen clings to a huge secret: She's homeless and living on a bus. When tragedy strikes, can she learn to accept a helping hand?"
Movie,An American Tail: Fievel Goes West,75,"Phil Nibbelink, Simon Wells",Philip Glasser,kids,United States,1990-1995,5.775,"Bound by a family rule that forbids him from marrying until his stubborn sister gets hitched, a bachelor enlists the help of a love guru to woo her."
Movie,An American Tail: The Mystery of the Night Monster,75,Larry Latham,Thomas Dekker,kids,United States,1995-2000,5.1000000000000005,"A woman sexually assaulted by her new boss's brother-in-law tries to move on as if nothing happened, but the night weighs heavily on her mind and body."
Movie,An American Tail: The Treasures of Manhattan Island,79,Larry Latham,Thomas Dekker,kids,United States,1995-2000,5.1000000000000005,"Over a series of birthdays, a happy-go-lucky, commitment-averse fashion designer strives to bring a bit of calm to her chaotic love life."
Movie,An Easy Girl,93,Rebecca Zlotowski,Mina Farid,dramas,France,2015-2020,5.9,"Sebastián is a radio show host of modest fame, trying to find a way in the world as he deals with his ex-wife (whom he still loves) and two kids."
Movie,An Egyptian Story,129,Youssef Chahine,Nour El-Sherif,dramas,Egypt,1980-1990,5.975,A close crew of striving New Yorkers experiences both joy and heartache in their romantic and professional lives.
Movie,An Evening with Beverly Luff Linn,108,Jim Hosking,Aubrey Plaza,dramas,United Kingdom,2015-2020,5.7,"Equipped with limited resources, an isolated group of individuals is subjected to the harsh conditions of the wilderness and must survive — or tap out."
Movie,An Upper Egyptian,85,"Ismail Farouk, Hazem Fouda",Mohamed Ramadan,dramas,Egypt,2010-2015,6.7,"After learning of their son's death on the battlefield, a grieving Berlin couple embark on a quietly dangerous act of resistance against Adolf Hitler."
Movie,Ana e Vitória,116,Matheus Souza,Ana Caetano,dramas,Brazil,2015-2020,6.6,"Eight years after their breakup, college sweethearts Christine and Raf reconnect at different points in their lives as feelings from the past resurface."
Movie,Anaamika,130,Sekhar Kammula,Nayantara,thrillers,India,2010-2015,6.1,"When a girl is kidnapped from a prestigious prep school, a homicide detective takes the case, teaming up with young security agent."
Movie,Anarkali of Aarah,111,Avinash Das,Swara Bhaskar,thrillers,India,2015-2020,6.3,"In this animated outdoor adventure, wolf couple Humphrey and Kate face a crisis when one of their three cubs disappears without explanation."
Movie,Anchor and Hope,113,Carlos Marques-Marcet,Oona Chaplin,dramas,Spain,2015-2020,6.6,"When a wolf pup named Runt sneaks off to explore a mysterious cave, he meets and befriends a wolf driven from her pack because she's blind."
Movie,Anchor Baby,97,Lonzo Nzekwe,Omoni Oboli,dramas,Canada,2005-2010,6.1,"The letters of the alphabet come to life in Alphaland as they read, write and spell their way into an exciting world of phonic fun."
Movie,And Breathe Normally,102,Ísold Uggadóttir,Kristín Thóra Haraldsdóttir,nature,Iceland,2015-2020,6.9,This documentary follows a white power leader and an Antifa activist leading up to the Charlottesville riots in the first year of Trump's presidency.
Movie,Andaleeb El Dokki,106,Wael Ehsan,Mohamed Henedi,nature,Egypt,2005-2010,4.8,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder."
Movie,Andaz Apna Apna,160,Rajkumar Santoshi,Aamir Khan,commedies,India,1990-1995,8.2,"On the planet Latimer, Takeshi Kovacs must protect a tattooist while investigating the death of a yakuza boss alongside a no-nonsense CTAC."
Movie,Andhadhun,137,Sriram Raghavan,Tabu,dramas,India,2015-2020,8.3,"Never married but always at weddings, a copy editor finally dives into the dating pool but wonders if her love story involves staying single forever."
Movie,Andhakaaram,171,V Vignarajan,Vinoth Kishan,thrillers,India,2015-2020,5.95,"After being unexpectedly dumped by their respective lovers, a man and a woman have a chance meeting at a resort and embark on a unique relationship."
Movie,André & his olive tree,104,Josiah Ng,André Chiang,thrillers,Singapore,2015-2020,4.85,She was twice convicted and acquitted of murder. Amanda Knox and the people closest to her case speak out in this illuminating documentary.
Movie,Anelka: Misunderstood,95,Franck Nataf,Nicolas Anelka,sport,France,2015-2020,5.074999999999999,This documentary recounts the fascinating and little-known role that music has played in the struggle to eradicate apartheid in South Africa.
Movie,Anesthesia,90,Tim Blake Nelson,Sam Waterston,sport,United States,2010-2015,6.3,"Young Laura and Carlos experience the intensity and fragility of first love, as life realities gradually tarnish their idealized notions of romance."
Movie,Angel Eyes,103,Luis Mandoki,Jennifer Lopez,romantic,United States,2000-2005,5.0,"The brotherly bond between three childhood friends – one Sikh, one Muslim and one Catholic – is tested by the often comic absurdities of adulthood."
Movie,Angel Has Fallen,121,Ric Roman Waugh,Gerard Butler,action,United States,2015-2020,6.4,"Abandoned in a park by their father, Amar, Akbar and Anthony grow up independently and have no knowledge of one another. They're reunited as adults when, by coincidence, they all give blood at the same hospital."
Movie,Angela's Christmas Wish,48,Damien O’Connor,Lucy O'Connell,kids,United States,2015-2020,7.0,"To fulfill her husband’s dream to build a home, a widow sends her five children to earn money in Cairo, where their poverty tests them at every turn."
Movie,Angels & Demons,139,Ron Howard,Tom Hanks,thrillers,United States,2005-2010,6.175,"After he's recruited to an elite prep school, a 14-year-old basketball phenom is confronted by corruption and greed in amateur sports."
Movie,Angry Indian Goddesses,104,Pan Nalin,Amrit Maghera,commedies,India,2010-2015,7.2,"Eight decades after her disappearance, Amelia Earhart's incredible accomplishments are still celebrated, thanks in large part to her sister Muriel."
Movie,Ani... Dr. Kashinath Ghanekar,157,Abhijeet Deshpande,Subodh Bhave,dramas,India,2015-2020,8.9,Supermodel Tyra Banks created and executive-produced this reality series that chronicles the transformation of young women into potential supermodels.
Movie,ANIMA,15,Paul Thomas Anderson,Thom Yorke,musical,United Kingdom,2015-2020,7.7,"This documentary profiles William Powell, who wrote the ""The Anarchist Cookbook"" in the early 1970s and spent his later life regretting his actions."
Movie,Animal Crackers,106,"Tony Bancroft, Scott Christian Sava",Emily Blunt,commedies,China,2015-2020,7.6,"After grad student Mitch Rapp suffers a tragic loss during a terrorist attack, his single-minded thirst for vengeance catches the interest of the CIA."
Movie,Animal World,130,Han Yan,Li Yi Feng,fantasy,China,2015-2020,6.5,"While struggling to endure his tightly wound wife, an unfulfilling job and a surly teen, a man becomes obsessed with one of his daughter's friends."
Movie,Animas,88,"Laura Alvea, José Ortuño",Clare Durant,fantasy,Spain,2015-2020,4.8,"With interviews from experts on both sides of the debate, this film questions the routine practice of non-religious infant circumcision in the U.S."
TV Show,Anitta: Made In Honório,1,"Andrucha Waddington, Pedro Waddington",Anitta,fantasy,Brazil,2015-2020,7.174999999999999,"This anthology series unfolds a different story arc for each season, with dramas focusing on aspects of American life and the criminal justice system."
Movie,Anjaan,146,N. Linguswamy,Suriya,dramas,India,2010-2015,5.0,"This anthology series dramatizes historic criminal cases in the U.S., including the O.J. Simpson trial and Andrew Cunanan's 1997 murder spree."
Movie,Anjelah Johnson: Not Fancy,64,Jay Karas,Anjelah Johnson-Reyes,standup,United States,2010-2015,5.8,"An exploration of the American circus, as the spectacle evolved from a one-ring show to a cultural event and eventually, a dying breed."
Movie,Ankhon Dekhi,104,Rajat Kapoor,Sanjay Mishra,standup,India,2010-2015,8.2,"In 1931, a young Navy wife tore apart Hawaii on racial lines after claiming she was raped by a gang of nonwhite islanders."
Movie,Ankur Arora Murder Case,127,Sohail Tatari,Kay Kay Menon,thrillers,India,2010-2015,6.5,"In this documentary, hopes soar when a Chinese company reopens a shuttered factory in Ohio. But a culture clash threatens to shatter an American dream."
Movie,Annabelle Hooper and the Ghosts of Nantucket,92,Paul Serafini,Bailee Madison,kids,United States,2015-2020,5.6,Barack and Michelle Obama talk with directors Steven Bognar and Julia Reichert about the documentary and the importance of storytelling.
Movie,Anon,100,Andrew Niccol,Clive Owen,thrillers,United Kingdom,2015-2020,6.1,A neo-Nazi gets sent to prison for murder and comes out a changed man. But can he prevent his younger brother from following in his footsteps?
Movie,Another Forever,72,Juan Zapata,Daniela Escobar,thrillers,Brazil,2015-2020,4.975,"A teenage girl leaves her dull life in Oklahoma to join a raucous band of travelling magazine sellers on an alcohol-, drug- and sex-filled road trip."
Movie,Ant-Man and the Wasp,118,Peyton Reed,Paul Rudd,commedies,United States,2015-2020,7.1,"An elite soldier, a corporate lawyer and a political activist uncover a deadly conspiracy linking terrorists to a powerful American corporation."
Movie,Antar: Son of Shadad,110,Sherif Ismail,Mohamed Henedi,commedies,Egypt,2015-2020,3.8,Four tight-knit high school seniors vow to turn their love lives around by homecoming when the arrival of a new student muddles their plans.
Movie,Anthony Jeselnik: Thoughts and Prayers,59,Adam Dubin,Anthony Jeselnik,standup,United States,2010-2015,7.8,"A high school is rocked by an act of vandalism, but the top suspect pleads innocence and finds an ally in a filmmaker. A satirical true crime mystery."
Movie,Anthony Kaun Hai?,122,Raj Kaushal,Sanjay Dutt,dramas,India,2005-2010,5.3,"A Navy SEAL haunted by wartime memories tries to rebuild his life at home, even as one last mission threatens to unravel everything."
Movie,Antidote,90,Ken Barbet,Randy Couture,horror,United States,2015-2020,2.8,"From the death of romance in marriage to the injustices of modern-day parenting, Amit Tandon shares wisdom and wisecracks as a battle-scarred family guy."
Movie,Anwar,134,Manish Jha,Siddharth Koirala,sport,India,2005-2010,6.7,"Despite the Philippine government's crackdown on narcotics, high schooler Joseph expands his drug running while his cop uncle profits from corruption."
Movie,Apaharan,161,Prakash Jha,Ajay Devgn,documentary,India,2000-2005,7.6,Rare home videos and interviews with Amy Winehouse's inner circle offer an intimate look at her journey from charismatic teen to troubled star.
Movie,Apostle,130,Gareth Evans,Dan Stevens,thrillers,United Kingdom,2015-2020,6.3,"Amy Schumer spills on her new marriage, personal growth, making a baby and her mom's misguided advice in a special that's both raunchy and sincere."
Movie,April and the Extraordinary World,107,"Christian Desmares, Franck Ekinci",Angela Galuppo,commedies,France,2010-2015,7.3,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater."
TV Show,Aquarius,2,Kleber Mendonça Filho,David Duchovny,dramas,United States,2015-2020,7.5,"Extensive film clips and interviews tell the story of American filmmaker Ellis R. Dungan, who spent 15 years in India and helped define Tamil cinema."
Movie,Arès,80,Jean-Patrick Benes,Ola Rapace,fantasy,France,2015-2020,6.3,"Fievel, a young Russian mouse, immigrates to America and must make his own way in the strange and sometimes perilous new world."
Movie,"Aram, Aram",79,Christopher Chambers,John Roohinian,fantasy,United States,2010-2015,7.0,"Fievel and his family head west for what turns out to be a wild adventure. Deep in cowboy country, the intrepid mouse faces down a nasty feline."
Movie,Arango y Sanint: Ríase el show,62,"Raúl Campos, Jan Suter",Julián Arango,standup,Colombia,2015-2020,4.0,"When a monster goes on a mouse-napping spree in New York, Fievel and his friends help a reporter get to the bottom of the mystery."
Movie,Arctic Dogs,93,Aaron Woodley,Jeremy Renner,commedies,India,2015-2020,4.6,"While undergoing heart surgery in London, Yehia reflects on his life as his heart chamber becomes a courtroom where he's tried for his mistakes."
Movie,Arctic Heart,81,Marie Madinier,Charlotte Le Bon,romantic,France,2015-2020,5.2,"When an unhappily married woman discovers a man from her past has a role in a local theater production, she'll do anything to reconnect with him."
Movie,Are We Done Yet?,87,Khaled El Halafawy,Ahmed Eid,dramas,Egypt,2015-2020,5.8,"Based on the 2002 El Ayyat train accident, this drama begins 90 minutes before the explosion, following the lives of riders in the third-class cars."
Movie,Ari Eldjárn: Pardon My Icelandic,54,August Jakobsson,Ari Eldjárn,standup,Iceland,2015-2020,6.550000000000001,"A war criminal in hiding begins to suspect that the maid, his only confidant and contact with the outside world, may be hiding something herself."
TV Show,Ari Shaffir: Double Negative,1,Eric Abrams,Ari Shaffir,standup,United States,2015-2020,6.1,An accountant and aspiring magician invites his boss to spend Christmas with his family — unaware that he's one of Colombia's most-wanted criminals.
Movie,"Ariana grande: excuse me, i love you",98,Paul Dugdale,Ariana Grande,musical,United States,2015-2020,6.05,"Eager to settle down, Abdullah searches for the right woman to marry – but the one he truly longs for may not feel the same way."
Movie,Arisan 2,113,Nia Dinata,Surya Saputra,dramas,Indonesia,2010-2015,6.6,"After meeting by chance, two young musicians with differing views on love and life record an album that drastically alters their lives."
Movie,Arjun: The Warrior Prince,91,Arnab Chaudhuri,Yudhveer Bakoliya,dramas,India,2010-2015,6.8,"As a woman scours Hyderabad for her missing husband, she becomes entangled in a conspiracy that suggests there’s more to the mystery than meets the eye."
Movie,ARQ,89,Tony Elliott,Robbie Amell,thrillers,Canada,2015-2020,6.4,"After being sexually harassed by a drunken politician while performing at a public event, a village dancer plots revenge to clear her name."
TV Show,Arrow,8,James Bamford,Stephen Amell,action,United States,2015-2020,6.025,A Nigerian couple living in the U.S. face agonizing fallout when they defy deportation orders with the hopes of giving their unborn child citizenship.
Movie,Arsenio Hall: Smart & Classy,63,Brian Volk-Weiss,Arsenio Hall,standup,United States,2015-2020,6.0,"Were ancient humans really behind some of the most important technological advances in civilized history, or did they have extraterrestrial help?"
Movie,Arthur,110,Jason Winer,Russell Brand,romantic,United States,2010-2015,5.7,"Aiming for fame, a struggling singer finds his long-lost millionaire twin and falls for his brother's secretary as a plot brews to steal the fortune."
Movie,Arthur Christmas,98,Sarah Smith,James McAvoy,commedies,United Kingdom,2010-2015,6.574999999999999,"Broke and with no concrete plans for the future, two young men discover that a stunning heiress lives nearby and try to charm her into marriage."
Movie,Article 15,125,Anubhav Sinha,Ayushmann Khurrana,thrillers,India,2015-2020,8.2,A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.
Movie,Aruna & Her Palate,106,Edwin,Dian Sastrowardoyo,thrillers,Indonesia,2015-2020,7.3,"As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences."
Movie,"As Above, So Below",93,John Erick Dowdle,Perdita Weeks,thrillers,United States,2010-2015,6.2,"As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences."
Movie,As Good as It Gets,139,James L. Brooks,Jack Nicholson,romantic,United States,1995-2000,7.7,"As he prepares to close his restaurant, Michelin-starred Chef André Chiang embarks on a personal and emotional journey of reflection."
Movie,Ascharyachakit!,90,Samit Kakkad,Priyanka Bose,romantic,India,2015-2020,5.0,"Inscrutable, incomparable or both? Famed French footballer Nicolas Anelka’s controversial legacy is explored in this in-depth documentary."
Movie,Asees,123,Rana Ranbir,Rana Ranbir,musical,India,2015-2020,7.5,"After a popular professor is attacked on a New York street, the story of how a series of intertwined events led to the life-altering assault unfolds."
Movie,Asoka,168,Santosh Sivan,Shah Rukh Khan,dramas,India,2000-2005,6.5,Secret Service agent Mike Banning is caught in the crossfire when he’s framed for a deadly attack on the president and forced to run for his life.
Movie,Asperger's Are Us,83,Alex Lehmann,Noah Britton,documentary,United States,2015-2020,6.7,A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.
Movie,Asphalt Burning,101,Hallvard Bræin,Anders Baasmo,commedies,Norway,2015-2020,5.7,"With her father working far away in Australia, a determined Angela makes a plan — and a heartfelt wish — to reunite her family in time for the holidays."
Movie,Assimilate,94,John Murlowski,Joel Courtney,thrillers,United States,2015-2020,5.3,A Harvard symbologist races to uncover clues that will help stop an attack on the Vatican by a secret society looking to retaliate for old persecutions.
Movie,Asu Mare 2,100,Ricardo Maldonado,Carlos Alcántara,commedies,Peru,2010-2015,5.7,"Birds Red, Chuck and their feathered friends have lots of adventures while guarding eggs in their nest that pesky pigs keep trying to steal."
Movie,Asura Guru,117,A. Raajdheep,Vikram Prabhu,commedies,India,2015-2020,3.4,"A photographer invites a close-knit group of female pals to her Goa home to announce her engagement, which stirs up a riot of emotion in all of them."
Movie,Asura: The City of Madness,133,Sung-soo Kim,Jung-min Hwang,dramas,South Korea,2015-2020,5.65,"After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire’s son."
Movie,At All Costs,81,Mike Nicoll,Parker Jackson Cartwright,sport,United States,2015-2020,5.9,"From his singular career to his personal demons, this biopic chronicles the short yet prolific life of the Marathi dentist-turned-superstar."
Movie,At First Light,91,Jason Stone,Stefanie Scott,fantasy,Canada,2015-2020,5.5,"In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud."
Movie,Atlantics,106,Mati Diop,Mama Sane,sport,France,2015-2020,6.7,"An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host."
Movie,Atlas Shrugged: Part II,112,John Putch,Samantha Mathis,dramas,United States,2010-2015,5.775,A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.
Movie,ATM,122,Mez Tharatorn,Chantavit Dhanasevi,romantic,United States,2010-2015,4.7,"In this intimate documentary, Brazilian pop queen Anitta opens up about fame, family and her fierce work ethic, revealing the woman behind the hits."
Movie,Attacking the Devil: Harold Evans and the Last Nazi War Crime,102,"David Morris, Jacqui Morris",Harold Evans,commedies,United Kingdom,2010-2015,8.1,"The cases are supernatural; the police officers human. Together, cops Aditi and Vikrant must solve mysteries from the realm of the paranormal."
Movie,Attitude Test,88,"Fabrizio Copano, Augusto Matte",Belén Soto,commedies,Chile,2015-2020,2.4,"The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson."
Movie,Aurora,186,Cristi Puiu,Cristi Puiu,commedies,Romania,2005-2010,6.7,"While vacationing on picturesque Nantucket, a crafty teenage mystery writer contends with two thieves as she tries to solve a ghostly conundrum."
Movie,Auschwitz: Blueprints of Genocide,49,Mike Rossiter,Roy Marsden,documentary,United Kingdom,1990-1995,5.9,"A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables."""
Movie,Austin Powers in Goldmember,94,Jay Roach,Mike Myers,commedies,United States,2000-2005,6.3,A teen haunted by the spirit of an old friend summons the other members of their childhood club to help fulfill the girl's final wish.
Movie,Austin Powers: International Man of Mystery,90,Jay Roach,Mike Myers,commedies,United States,1995-2000,6.3,"In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records."
Movie,Austin Powers: The Spy Who Shagged Me,95,Jay Roach,Mike Myers,commedies,United States,1995-2000,6.3,"Overtaken by the death of her beloved, a grieving woman decides to take a spontaneous trip to visit her friend and get her life back on track."
Movie,Autohead,97,Rohit Mittal,Deepak Sampat,thrillers,India,2015-2020,5.9,"After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact."
Movie,Automata,110,Gabe Ibáñez,Antonio Banderas,thrillers,Bulgaria,2010-2015,6.1,"A sound director who suddenly starts getting visions of someone else’s future gets mired in the lives of two women, who happen to share the same name."
Movie,Ava,97,Tate Taylor,Jessica Chastain,dramas,United States,2015-2020,6.8,"Problems big and small pop up when Scott Lang, aka Ant-Man, gets drafted by Dr. Hank Pym and Hope van Dyne, aka the Wasp, for an urgent rescue mission."
Movie,Ave Maryam,73,Ertanto Robby Soediskam,Maudy Koesnaedi,romantic,Indonesia,2015-2020,7.6,Space villains have abducted all the superheroes! It’s up to Bheem and his trusty team to save the others.
Movie,Avengement,88,Jesse V. Johnson,Scott Adkins,action,United Kingdom,2015-2020,6.5,This CNN original series has chef Anthony Bourdain traveling to extraordinary locations around the globe to sample a variety of local cuisines.
Movie,Avengers: Infinity War,150,"Anthony Russo, Joe Russo",Robert Downey Jr.,fantasy,United States,2015-2020,8.5,"Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York."
Movie,Avicii: True Stories,97,Levan Tsikurishvili,Avicii,musical,Sweden,2015-2020,6.124999999999999,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.
Movie,Await Further Instructions,91,Johnny Kevorkian,Sam Gittins,fantasy,United Kingdom,2015-2020,4.8,"A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias."
Movie,Awake,92,"Aleksandr Chernyaev, Fedor Lyass",Jonathan Rhys Meyers,thrillers,United States,2015-2020,5.0,A tough-as-nails treasure hunter protects a humanitarian doctor as she tries to cure a supernatural disease caused by a mysterious witch.
Movie,Awe,111,Prasanth Varma,Kajal Aggarwal,fantasy,India,2015-2020,7.8,"Hailing from the mountains of Iga, Kanzo Hattori moves in with elementary school student Kenichi Mitsuba and his family to hone his skills as a ninja."
Movie,Axone,101,Nicholas Kharkongor,Sayani Gupta,dramas,India,2015-2020,7.1,Recovered cockpit footage and telling interviews reveal the true stories of US fighter pilots in one of the largest combat strikes in history.
Movie,Ayana,112,Gangadhar Salimath,Deepak Subramanya,dramas,India,2015-2020,7.6,This gritty dramatization of the life of Carlos Tevez shows his rise to soccer stardom amid the harrowing conditions in Argentina's Fuerte Apache.
Movie,Azali,89,Kwabena Gyansah,Ama K. Abebrese,dramas,Ghana,2015-2020,5.9,A young journalist is forced into a life of crime to save his father and family in this series based on the novel by Miguel Sáez Carral.
Movie,Azhar,129,Anthony D'Souza,Emraan Hashmi,sport,India,2015-2020,5.8,"Raised under the condescending eye of his activist father, an underachieving loafer is lured into the local kingpin’s web of corruption and kidnapping."
Movie,Aziz Ansari Live at Madison Square Garden,58,Aziz Ansari,Aziz Ansari,standup,United States,2010-2015,6.6,"A visionary carmaker introduces his fuel-efficient, high-performance hypercar to a market filled with big-name competitors like Ferrari and Porsche."
Movie,Aziz Ansari: Buried Alive,80,"Will Lovelace, Dylan Southern",Aziz Ansari,standup,United States,2010-2015,7.3,"This sci-fi thriller suggests that Apollo 17, despite official statements to the contrary, wasn't NASA's last manned mission to the moon."
Movie,Aziz Ansari: RIGHT NOW,65,Spike Jonze,Aziz Ansari,standup,United States,2015-2020,7.5,"In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island."
Movie,B.A. Pass,99,Ajay Bahl,Shadab Kamal,action,India,2010-2015,6.4,"Amid the turmoil of 1960s LA, two cops and a prominent political family are drawn into the sex- and drug-fueled web of a young Charles Manson."
Movie,B.A. Pass 2,126,Shadab Khan,Kritika Sachdeva,action,India,2015-2020,2.1,A futuristic France tries to keep its people from despair and rebellion over crippling poverty by engaging them with a violent TV competition show.
Movie,Baadshaho,135,Milan Luthria,Ajay Devgn,action,India,2015-2020,4.9,"Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles, and overwhelmed by culture shock, he falls prey to an Armenian gang."
Movie,Baaghi,127,Sabir Khan,Tiger Shroff,action,India,2015-2020,5.2,"Colombian stand-up comedians Antonio Sanint and Julián Arango impersonate an Argentine visitor and a cabbie, and a pair of dirty old men at the opera."
Movie,Baahubali 2: The Conclusion (Hindi Version),165,S.S. Rajamouli,Prabhas,dramas,India,2015-2020,5.8999999999999995,"Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world."
Movie,Baahubali: The Beginning (Hindi Version),159,S.S. Rajamouli,Prabhas,dramas,India,2010-2015,5.8999999999999995,"When authorities arrest his young son, a taxi driver must convince the courts and rabid media that he's not the criminal they seek."
Movie,Baazaar,136,Gauravv K Chawla,Saif Ali Khan,dramas,India,2015-2020,6.6,"In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light."
Movie,Babam ve Oğlum,112,Çagan Irmak,Çetin Tekindor,dramas,Turkey,2000-2005,6.025,"In this English-language special, Icelandic comedian Ari Eldjárn pokes fun at Nordic rivalries, Hollywood's take on Thor, the whims of toddlers and more."
Movie,Babamın Ceketi,101,Müfit Can Saçıntı,Müfit Can Saçıntı,dramas,Turkey,2015-2020,4.9,"Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood."
Movie,Babel,143,Alejandro G. Iñárritu,Brad Pitt,dramas,France,2005-2010,7.4,Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.
Movie,Baby Dolls,127,Vijay Kumar Arora,Nirmal Rishi,romantic,India,2015-2020,7.2,"Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity."
Movie,Baby Mamas,98,Stephanie Zwane,Salamina Mosese,dramas,South Africa,2015-2020,6.7,"It's the Emmy-winning story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together."
Movie,Back and Forth,95,José Eduardo Belmonte,Ingrid Guimarães,dramas,Brazil,2015-2020,5.975,"In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes."
Movie,Back of the Net,86,Louise Alston,Sofia Wylie,sport,Australia,2015-2020,5.1,"In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society."
Movie,Back to the 90s,111,Yanyong Kuruaungkoul,Dan Aaron Ramnarong,musical,Thailand,2010-2015,6.5,"An epidemiologist turns her nationwide bird flu investigation into a chance to sample local delicacies en route, with three friends along for the ride."
Movie,Backcountry,92,Adam MacDonald,Missy Peregrym,thrillers,Canada,2010-2015,6.1,A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld.
Movie,Backdraft 2,102,Gonzalo López-Gallego,Joe Anderson,dramas,United States,2015-2020,4.8,"The structured world of a sour, obsessive-compulsive author crumbles when he's drawn into the lives of a stressed-out single mom and his gay neighbor."
Movie,Backfire,97,Dave Patten,Black Deniro,thrillers,United States,2015-2020,3.4,"Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer."
Movie,Backtrack,90,Michael Petroni,Adrien Brody,thrillers,Australia,2010-2015,6.1,"When a dispute breaks out between five siblings over their mother’s property, one devoted son will go to any lengths to protect her land."
Movie,Bad Boys,119,Michael Bay,Will Smith,commedies,United States,1990-1995,6.9,"Hidden away by her mother, the Floral Goddess, the naïve Jinmi is drawn to Xufeng, the Heavenly Emperor's son. Yet forces conspire against them."
Movie,Bad Boys II,147,Michael Bay,Will Smith,commedies,United States,2000-2005,6.6,"From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments."
Movie,Bad Day for the Cut,99,Chris Baugh,Nigel O'Neill,thrillers,United Kingdom,2015-2020,6.5,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth."
Movie,Bad Genius,130,Nattawut Poonpiriya,Chutimon Chuengcharoensukying,thrillers,Thailand,2015-2020,7.6,A comedy troupe of four friends on the autism spectrum prepares for a final show before its members go their separate ways.
Movie,Bad Grandpa .5,87,Jeff Tremaine,Johnny Knoxville,commedies,United States,2010-2015,6.3,"When the brakes slam on his wedding, Roy accepts a challenge from a new foe to race for his runaway bride at the iconic Nürburgring track in Germany."
Movie,Bad Match,83,David Chirchirillo,Jack Cutmore-Scott,thrillers,Singapore,2015-2020,5.6,To win the heart of his true love – a high-society girl – a hapless commoner plots to change his identity and avoid his embarrassing friends.
Movie,Bad Rap,83,Salima Koroma,Jonathan Park,musical,United States,2015-2020,6.5,"For a tech-savvy thief, elaborate robberies and evading the police are second nature until a private detective is hired to investigate his latest heist."
Movie,Bad Seeds,105,Kheiron,Kheiron,dramas,France,2015-2020,7.3,"Caught between a corrupt mayor and a prosecutor intent on exposing political depravity, a police detective must decide whose side he's on."
